Uncleaned Order Data
//ord_09004//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/7/1/2023//Online Payment//Delivered+On Time Delivery
"//ord_15001//Deepak Sharma-197HSR Layout//Manoj Singh*Butter Naan+4+/10/8/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_77362//Rahul Sharma-215MG Road//Ananya Reddy*Butter Naan+4+/3/15/2023//Credit Card//Cancelled+Delayed Delivery
//ord_77461//Sneha Jain-226HSR Layout//Ananya Reddy*Hakka Noodles+1+/9/17/2023//Credit Card//Cancelled+Change in Plans
//ord_77560//Naveen Kumar-265Koramangala//Ananya Reddy*Fish Biryani+3+/11/17/2023//Credit Card//Cancelled+Delayed Delivery
//ord_77659//Anjali Jain-288Malleswaram//Not Assigned*Pizza+3+/10/8/2023//UPI//Cancelled+Payment Issues
//ord_77758//Rohit Singh-165Indiranagar//Pooja Sharma*Fish Biryani+2+/5/19/2023//Credit Card//Cancelled+Change in Plans
//ord_77857//Sneha Jain-226HSR Layout//Ravi Tiwari*Sushi+1+/10/4/2023//COD//Delivered+Good Service
//ord_77956//Priyanka Singh-242Koramangala//Siddharth Singh*Tandoori Chicken+3+/7/5/2023//UPI//Cancelled+Delayed Delivery
//ord_78055//Priyanka Singh-242Koramangala//Not Assigned*Butter Naan+4+/2/27/2023//Credit Card//Cancelled+Payment Issues
//ord_78154//Priya Singh-199Brigade Road//Not Assigned*Tandoori Chicken+3+/11/27/2023//Online Payment//Cancelled+Out of Stock
//ord_78253//Rahul Sharma-215MG Road//Ananya Reddy*Fish Curry+1+/8/20/2023//Online Payment//Cancelled+Delayed Delivery
//ord_78352//Rohit Singh-165Indiranagar//Anil Gupta*Hakka Noodles+1+/12/19/2023//COD//Delivered+On Time Delivery
//ord_78451//Arjun Shah-155MG Road//Ravi Tiwari*Chicken Tikka+1+/9/30/2023//UPI//Cancelled+Delayed Delivery
//ord_78550//Sneha Jain-226HSR Layout//Not Assigned*Pasta+2+/9/16/2023//Credit Card//Cancelled+Payment Issues
"//ord_78649//Nisha Gupta-116Koramangala//Divya Patel*Chicken Biryani+2+/8/21/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_78748//Rohit Singh-165Indiranagar//Sneha Verma*Pasta+2+/10/10/2023//COD//Delivered+Fast delivery, fresh food"
//ord_78847//Raj Kapoor-218Malleswaram//Not Assigned*Paneer Tikka+1+/6/16/2023//Credit Card//Cancelled+App Glitch
//ord_78946//Rohit Singh-165Indiranagar//Siddharth Singh*Chicken Tikka+1+/6/27/2023//Online Payment//Cancelled+Change in Plans
//ord_79045//Deepak Sharma-197HSR Layout//Pooja Sharma*Samosa+5+/6/22/2023//COD//Delivered+Good Service
//ord_79144//Naveen Kumar-265Koramangala//Not Assigned*Veg Biryani+3+/12/11/2023//Credit Card//Cancelled+Payment Issues
//ord_79243//Deepak Sharma-197HSR Layout//Rajesh Kumar*Tandoori Chicken+3+/4/19/2023//Credit Card//Delivered+Good Service
//ord_79342//Neha Patel-104Whitefield//Ravi Tiwari*Samosa+5+/11/5/2023//Credit Card//Delivered+Good Service
//ord_79441//Rahul Sharma-215MG Road//Not Assigned*Pav Bhaji+2+/1/15/2023//UPI//Cancelled+Payment Issues
//ord_79540//Shreya Singh-268Marathahalli//Sneha Verma*Chicken Biryani+2+/3/26/2023//Credit Card//Delivered+On Time Delivery
"//ord_79639//Neha Patel-104Whitefield//Rajesh Kumar*Sushi+1+/7/21/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_79738//Rahul Sharma-215MG Road//Pooja Sharma*Burger+1+/4/25/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_79837//Pooja Patel-221BTM Layout//Pooja Sharma*Burger+1+/10/11/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_79936//Naveen Kumar-265Koramangala//Manoj Singh*Butter Chicken+3+/5/30/2023//COD//Delivered+On Time Delivery
//ord_80035//Kriti Patel-227Whitefield//Divya Patel*Hakka Noodles+1+/2/12/2023//Online Payment//Delivered+Good Service
"//ord_80134//Rohit Singh-165Indiranagar//Rajesh Kumar*Hakka Noodles+1+/7/9/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_80233//Akash Gupta-281Jayanagar//Siddharth Singh*Burger+2+/1/5/2023//Online Payment//Delivered+On Time Delivery
//ord_80332//Deepak Sharma-197HSR Layout//Siddharth Singh*Chicken Tikka+1+/12/14/2023//UPI//Delivered+On Time Delivery
"//ord_80431//Naveen Kumar-265Koramangala//Manoj Singh*Pasta+2+/6/2/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_80530//Arpana P -286Jayanagar//Divya Patel*Pasta+2+/4/13/2022//Credit Card//Delivered+Fast delivery, fresh food"
//ord_80629//Manohar Joshy-279Marathahalli//Divya Patel*Fish Biryani+3+/11/19/2023//COD//Delivered+Good Service
"//ord_80728//Sneha Jain-226HSR Layout//Ravi Tiwari*Burger+1+/9/5/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_80827//Tanvi Gupta-161BTM Layout//Rajesh Kumar*Butter Naan+4+/5/18/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_80926//Raj Kapoor-218Malleswaram//Ananya Reddy*Butter Chicken+3+/12/17/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_81025//Raj Kapoor-218Malleswaram//Sneha Verma*Pav Bhaji+2+/8/1/2023//Credit Card//Delivered+Good Service
//ord_81124//Deepak Sharma-197HSR Layout//Rajesh Kumar*Pav Bhaji+2+/6/21/2023//Credit Card//Delivered+Good Service
//ord_81223//Arjun Shah-155MG Road//Manoj Singh*Pav Bhaji+2+/4/17/2023//Credit Card//Cancelled+Delayed Delivery
//ord_81322//Anjali Jain-288Malleswaram//Ravi Tiwari*Masala Dosa+1+/1/15/2023//COD//Delivered+Good Service
//ord_81421//Priya Singh-199Brigade Road//Ravi Tiwari*Butter Chicken+3+/3/31/2023//UPI//Delivered+Good Service
"//ord_81520//Tanvi Gupta-161BTM Layout//Sneha Verma*Hakka Noodles+1+/8/15/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_81619//Arjun Shah-155MG Road//Ravi Tiwari*Veg Biryani+2+/1/8/2023//Online Payment//Delivered+On Time Delivery
//ord_81718//Rohan Patel-234Indiranagar//Anil Gupta*Masala Dosa+4+/7/10/2023//COD//Delivered+On Time Delivery
//ord_81817//Naveen Kumar-265Koramangala//Not Assigned*Chicken Biryani+2+/12/6/2023//UPI//Cancelled+Payment Issues
"//ord_81916//Raj Kapoor-218Malleswaram//Pooja Sharma*Pasta+2+/2/20/2023//COD//Delivered+Fast delivery, fresh food"
//ord_82015//Rahul Sharma-215MG Road//Siddharth Singh*Chicken Curry+2+/12/5/2023//Credit Card//Cancelled+Change in Plans
//ord_82114//Anjali Jain-288Malleswaram//Anil Gupta*Butter Chicken+3+/10/27/2023//UPI//Delivered+Good Service
"//ord_82213//Neha Patel-104Whitefield//Sneha Verma*Sushi+1+/6/7/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_82312//Rohan Patel-234Indiranagar//Manoj Singh*Chicken Fried Rice+2+/8/18/2023//Credit Card//Delivered+On Time Delivery
//ord_82411//Rahul Sharma-215MG Road//Siddharth Singh*Tandoori Chicken+3+/12/7/2023//UPI//Cancelled+Delayed Delivery
"//ord_82510//Neha Patel-104Whitefield//Pooja Sharma*Pasta+2+/6/25/2023//COD//Delivered+Fast delivery, fresh food"
//ord_82609//Tanvi Gupta-161BTM Layout//Sneha Verma*Butter Chicken+3+/8/16/2023//Credit Card//Delivered+Good Service
//ord_82708//Pooja Patel-221BTM Layout//Ravi Tiwari*Chicken Curry+2+/8/16/2023//UPI//Delivered+Good Service
"//ord_82807//Neha Patel-104Whitefield//Ravi Tiwari*Pav Bhaji+2+/10/14/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_82906//Pooja Patel-221BTM Layout//Pooja Sharma*Pasta+2+/5/1/2023//COD//Delivered+On Time Delivery
//ord_83005//Priyanka Singh-242Koramangala//Manoj Singh*Sushi+1+/5/9/2023//UPI//Delivered+On Time Delivery
//ord_83104//Rahul Sharma-215MG Road//Not Assigned*Samosa+5+/6/26/2023//Credit Card//Cancelled+Out of Stock
//ord_83203//Naveen Kumar-265Koramangala//Not Assigned*Noodles+1+/5/6/2023//Credit Card//Cancelled+Payment Issues
//ord_83302//Anjali Jain-288Malleswaram//Anil Gupta*Burger+1+/5/17/2023//COD//Delivered+On Time Delivery
"//ord_83401//Kriti Patel-227Whitefield//Manoj Singh*Paneer Tikka+1+/9/22/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_83500//Akash Gupta-281Jayanagar//Ravi Tiwari*Sushi+2+/5/26/2023//COD//Delivered+Good Service
//ord_83599//Sneha Jain-226HSR Layout//Manoj Singh*Chicken Biryani+2+/9/8/2023//COD//Delivered+Good Service
"//ord_83698//Pooja Patel-221BTM Layout//Siddharth Singh*Samosa+5+/3/11/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_83797//Aryan Shah-113Jayanagar//Rajesh Kumar*Butter Chicken+3+/3/9/2023//Credit Card//Delivered+On Time Delivery
//ord_83896//Nisha Gupta-116Koramangala//Divya Patel*Butter Chicken+3+/2/20/2023//Credit Card//Delivered+Good Service
//ord_83995//Naveen Kumar-265Koramangala//Pooja Sharma*Chicken Biryani+2+/1/10/2023//Credit Card//Delivered+On Time Delivery
//ord_84094//Sneha Jain-226HSR Layout//Ananya Reddy*Chicken Fried Rice+2+/6/14/2023//Online Payment//Delivered+Good Service
"//ord_84193//Pooja Patel-221BTM Layout//Rajesh Kumar*Chicken Fried Rice+2+/9/29/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_84292//Naveen Kumar-265Koramangala//Not Assigned*Chicken Biryani+2+/12/12/2023//Credit Card//Cancelled+High Delivery Fees
//ord_84391//Tanvi Gupta-161BTM Layout//Pooja Sharma*Fish Biryani+6+/9/6/2023//Online Payment//Delivered+Good Service
"//ord_84490//Raj Kapoor-218Malleswaram//Divya Patel*Sushi+1+/1/30/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_84589//Anjali Jain-288Malleswaram//Ravi Tiwari*Burger+1+/7/16/2023//Credit Card//Delivered+On Time Delivery
//ord_84688//Nisha Gupta-116Koramangala//Sneha Verma*Samosa+5+/6/13/2023//Credit Card//Delivered+Good Service
//ord_84787//Raj Kapoor-218Malleswaram//Divya Patel*Sushi+1+/9/3/2023//Credit Card//Delivered+Good Service
//ord_84886//Akash Gupta-281Jayanagar//Sneha Verma*Sushi+2+/6/16/2023//COD//Delivered+On Time Delivery
"//ord_84985//Sneha Jain-226HSR Layout//Divya Patel*Pizza+3+/12/13/2023//COD//Delivered+Fast delivery, fresh food"
//ord_85084//Akash Gupta-281Jayanagar//Rajesh Kumar*Chicken Tikka+1+/8/25/2023//Online Payment//Delivered+Good Service
"//ord_85183//Shreya Singh-268Marathahalli//Siddharth Singh*Fish Biryani+2+/6/6/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_85282//Karan Sharma-216Marathahalli//Ananya Reddy*Chicken Tikka+2+/6/12/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_85381//Akash Gupta-281Jayanagar//Manoj Singh*Pav Bhaji+2+/7/24/2023//UPI//Delivered+On Time Delivery
//ord_85480//Rohan Patel-234Indiranagar//Siddharth Singh*Burger+2+/3/6/2023//Online Payment//Delivered+On Time Delivery
//ord_85579//Priyanka Singh-242Koramangala//Ravi Tiwari*Veg Biryani+2+/6/18/2023//UPI//Delivered+Good Service
//ord_85678//Priyanka Singh-242Koramangala//Not Assigned*Fish Curry+1+/1/24/2023//Credit Card//Cancelled+Payment Issues
"//ord_85777//Akash Gupta-281Jayanagar//Rajesh Kumar*Pizza+3+/11/12/2023//COD//Delivered+Fast delivery, fresh food"
//ord_85876//Tanvi Gupta-161BTM Layout//Manoj Singh*Pasta+2+/3/28/2023//Credit Card//Delivered+Good Service
"//ord_85975//Raj Kapoor-218Malleswaram//Ananya Reddy*Hakka Noodles+1+/2/25/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_86074//Anjali Jain-288Malleswaram//Anil Gupta*Sushi+1+/11/16/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_86173//Kriti Patel-227Whitefield//Ananya Reddy*Hakka Noodles+1+/12/6/2023//Credit Card//Delivered+On Time Delivery
"//ord_86272//Kriti Patel-227Whitefield//Rajesh Kumar*Fish Curry+1+/11/3/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_86371//Arjun Shah-155MG Road//Not Assigned*Pav Bhaji+2+/7/16/2023//Credit Card//Cancelled+Payment Issues
//ord_86470//Naveen Kumar-265Koramangala//Anil Gupta*Pasta+2+/10/31/2023//Online Payment//Delivered+Good Service
"//ord_86569//Shreya Singh-268Marathahalli//Divya Patel*Chicken Tikka+1+/2/24/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_86668//Anjali Jain-288Malleswaram//Manoj Singh*Chicken Curry+2+/11/26/2023//Credit Card//Delivered+Good Service
"//ord_86767//Neha Patel-104Whitefield//Manoj Singh*Masala Dosa+1+/11/8/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_86866//Pooja Patel-221BTM Layout//Pooja Sharma*Burger+1+/12/4/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_86965//Raj Kapoor-218Malleswaram//Ravi Tiwari*Tandoori Chicken+3+/4/7/2023//COD//Delivered+Fast delivery, fresh food"
//ord_87064//Rohit Singh-165Indiranagar//Siddharth Singh*Butter Chicken+3+/7/16/2023//UPI//Delivered+On Time Delivery
//ord_87163//Rohit Singh-165Indiranagar//Siddharth Singh*Hakka Noodles+1+/5/11/2023//Online Payment//Delivered+Good Service
//ord_87262//Akash Gupta-281Jayanagar//Anil Gupta*Butter Chicken+3+/1/31/2023//COD//Delivered+On Time Delivery
//ord_87361//Arjun Shah-155MG Road//Ravi Tiwari*Butter Chicken+3+/8/6/2023//Online Payment//Cancelled+Delayed Delivery
//ord_87460//Naveen Kumar-265Koramangala//Ravi Tiwari*Chicken Fried Rice+2+/3/9/2023//UPI//Cancelled+Delayed Delivery
//ord_87559//Arjun Shah-155MG Road//Rajesh Kumar*Paneer Tikka+1+/11/16/2023//UPI//Delivered+On Time Delivery
"//ord_87658//Anjali Jain-288Malleswaram//Divya Patel*Veg Biryani+2+/12/5/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_87757//Arjun Shah-155MG Road//Sneha Verma*Veg Biryani+2+/9/5/2023//COD//Delivered+On Time Delivery
//ord_87856//Rahul Sharma-215MG Road//Not Assigned*Chicken Curry+2+/4/14/2023//UPI//Cancelled+Out of Stock
"//ord_87955//Raj Kapoor-218Malleswaram//Ananya Reddy*Samosa+5+/12/28/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_88054//Nisha Gupta-116Koramangala//Not Assigned*Veg Biryani+2+/5/14/2023//Credit Card//Cancelled+Out of Stock
//ord_88153//Raj Kapoor-218Malleswaram//Ananya Reddy*Noodles+1+/12/24/2023//UPI//Delivered+Good Service
"//ord_88252//Deepak Sharma-197HSR Layout//Ananya Reddy*Pizza+3+/4/20/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_88351//Rahul Sharma-215MG Road//Manoj Singh*Chicken Fried Rice+2+/5/25/2023//COD//Delivered+On Time Delivery
//ord_88450//Tanvi Gupta-161BTM Layout//Anil Gupta*Butter Chicken+3+/12/3/2023//Online Payment//Delivered+On Time Delivery
//ord_88549//Rahul Sharma-215MG Road//Not Assigned*Tandoori Chicken+3+/1/8/2023//Credit Card//Cancelled+Payment Issues
//ord_88648//Priya Singh-199Brigade Road//Divya Patel*Masala Dosa+1+/6/4/2023//COD//Delivered+On Time Delivery
//ord_88747//Priyanka Singh-242Koramangala//Manoj Singh*Chicken Biryani+2+/5/5/2023//Online Payment//Delivered+Good Service
"//ord_88846//Pooja Patel-221BTM Layout//Ananya Reddy*Noodles+1+/4/11/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_88945//Pooja Patel-221BTM Layout//Sneha Verma*Sushi+1+/12/29/2023//COD//Delivered+Good Service
//ord_89044//Pooja Patel-221BTM Layout//Pooja Sharma*Chicken Tikka+1+/12/11/2023//UPI//Delivered+Good Service
//ord_89143//Rahul Sharma-215MG Road//Pooja Sharma*Masala Dosa+1+/12/23/2023//Credit Card//Cancelled+Delayed Delivery
//ord_89242//Karan Sharma-216Marathahalli//Pooja Sharma*Butter Naan+4+/2/11/2023//Credit Card//Delivered+Good Service
"//ord_89341//Rohan Patel-234Indiranagar//Manoj Singh*Chicken Tikka+1+/2/21/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_89440//Aryan Shah-113Jayanagar//Ananya Reddy*Chicken Curry+2+/9/18/2023//COD//Delivered+On Time Delivery
//ord_89539//Rohan Patel-234Indiranagar//Manoj Singh*Pizza+3+/2/12/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_89638//Deepak Sharma-197HSR Layout//Pooja Sharma*Masala Dosa+1+/8/23/2023//COD//Delivered+Fast delivery, fresh food"
//ord_89737//Neha Patel-104Whitefield//Ananya Reddy*Masala Dosa+1+/12/26/2023//Credit Card//Delivered+Good Service
//ord_89836//Aryan Shah-113Jayanagar//Rajesh Kumar*Sushi+1+/1/11/2023//Credit Card//Cancelled+Delayed Delivery
//ord_89935//Akash Gupta-281Jayanagar//Not Assigned*Fish Curry+1+/7/25/2023//Credit Card//Cancelled+Payment Issues
//ord_90034//Aryan Shah-113Jayanagar//Not Assigned*Paneer Tikka+1+/6/12/2023//Credit Card//Cancelled+Payment Issues
//ord_90133//Priyanka Singh-242Koramangala//Not Assigned*Noodles+1+/3/11/2023//UPI//Cancelled+Out of Stock
//ord_90232//Naveen Kumar-265Koramangala//Rajesh Kumar*Masala Dosa+3+/10/21/2023//Online Payment//Cancelled+Change in Plans
//ord_90331//Rahul Sharma-215MG Road//Manoj Singh*Fish Curry+1+/6/10/2023//COD//Delivered+Good Service
//ord_90430//Nisha Gupta-116Koramangala//Not Assigned*Pav Bhaji+2+/4/7/2023//UPI//Cancelled+Payment Issues
//ord_90529//Neha Patel-104Whitefield//Not Assigned*Hakka Noodles+1+/6/1/2023//Online Payment//Cancelled+Out of Stock
//ord_90628//Kriti Patel-227Whitefield//Not Assigned*Burger+1+/5/21/2023//Online Payment//Cancelled+Out of Stock
//ord_90727//Pooja Patel-221BTM Layout//Sneha Verma*Butter Naan+4+/11/3/2023//Credit Card//Cancelled+Delayed Delivery
//ord_90826//Priyanka Singh-242Koramangala//Not Assigned*Veg Biryani+2+/5/21/2023//Online Payment//Cancelled+App Glitch
//ord_90925//Karan Sharma-216Marathahalli//Manoj Singh*Masala Dosa+4+/1/23/2023//Online Payment//Delivered+Good Service
//ord_91024//Anjali Jain-288Malleswaram//Pooja Sharma*Pizza+3+/11/11/2023//Online Payment//Delivered+Good Service
"//ord_91123//Deepak Sharma-197HSR Layout//Siddharth Singh*Paneer Tikka+1+/7/31/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_91222//Pooja Patel-221BTM Layout//Pooja Sharma*Hakka Noodles+1+/3/3/2023//COD//Delivered+On Time Delivery
"//ord_91321//Pooja Patel-221BTM Layout//Ananya Reddy*Hakka Noodles+1+/7/28/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_91420//Sneha Jain-226HSR Layout//Sneha Verma*Chicken Curry+2+/8/18/2023//COD//Delivered+On Time Delivery
//ord_91519//Arjun Shah-155MG Road//Siddharth Singh*Chicken Tikka+1+/8/28/2023//UPI//Cancelled+Delayed Delivery
//ord_91618//Pooja Patel-221BTM Layout//Divya Patel*Samosa+5+/12/10/2023//Online Payment//Delivered+Good Service
//ord_91717//Rohan Patel-234Indiranagar//Anil Gupta*Samosa+5+/11/17/2023//COD//Delivered+Good Service
"//ord_91816//Pooja Patel-221BTM Layout//Ananya Reddy*Pizza+3+/7/13/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_91915//Rahul Sharma-215MG Road//Not Assigned*Pizza+3+/5/2/2023//Online Payment//Cancelled+Out of Stock
//ord_92014//Tanvi Gupta-161BTM Layout//Ravi Tiwari*Sushi+1+/3/16/2023//COD//Delivered+On Time Delivery
//ord_92113//Naveen Kumar-265Koramangala//Not Assigned*Masala Dosa+3+/1/25/2023//Credit Card//Cancelled+App Glitch
"//ord_92212//Shreya Singh-268Marathahalli//Pooja Sharma*Hakka Noodles+2+/3/5/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_92311//Rohan Patel-234Indiranagar//Pooja Sharma*Samosa+5+/7/6/2023//UPI//Delivered+Good Service
//ord_92410//Aryan Shah-113Jayanagar//Manoj Singh*Hakka Noodles+1+/12/1/2023//Credit Card//Delivered+Good Service
//ord_92509//Rahul Sharma-215MG Road//Not Assigned*Samosa+5+/7/16/2023//Online Payment//Cancelled+Payment Issues
//ord_92608//Sneha Jain-226HSR Layout//Anil Gupta*Fish Curry+1+/9/10/2023//UPI//Delivered+On Time Delivery
//ord_92707//Naveen Kumar-265Koramangala//Not Assigned*Pizza+3+/1/6/2023//Credit Card//Cancelled+Out of Stock
//ord_92806//Deepak Sharma-197HSR Layout//Sneha Verma*Burger+1+/1/5/2023//COD//Delivered+On Time Delivery
"//ord_92905//Tanvi Gupta-161BTM Layout//Rajesh Kumar*Fish Biryani+6+/10/10/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_93004//Rohan Patel-234Indiranagar//Anil Gupta*Pasta+2+/8/26/2023//COD//Delivered+Fast delivery, fresh food"
//ord_93103//Rohit Singh-165Indiranagar//Sneha Verma*Chicken Tikka+1+/9/19/2023//Online Payment//Delivered+Good Service
//ord_93202//Rohan Patel-234Indiranagar//Sneha Verma*Chicken Fried Rice+2+/11/8/2023//Online Payment//Delivered+Good Service
//ord_93301//Nisha Gupta-116Koramangala//Not Assigned*Samosa+5+/9/21/2023//UPI//Cancelled+Out of Stock
//ord_93400//Deepak Sharma-197HSR Layout//Ravi Tiwari*Butter Chicken+3+/4/1/2023//COD//Delivered+Good Service
//ord_93499//Pooja Patel-221BTM Layout//Ravi Tiwari*Chicken Tikka+1+/1/5/2023//Credit Card//Delivered+On Time Delivery
//ord_93598//Arjun Shah-155MG Road//Not Assigned*Pasta+2+/4/15/2023//Credit Card//Cancelled+Payment Issues
//ord_93697//Rahul Sharma-215MG Road//Manoj Singh*Sushi+1+/12/24/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_93796//Akash Gupta-281Jayanagar//Manoj Singh*Masala Dosa+2+/5/14/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_93895//Raj Kapoor-218Malleswaram//Siddharth Singh*Paneer Tikka+1+/3/1/2023//Credit Card//Delivered+Good Service
"//ord_93994//Sneha Jain-226HSR Layout//Siddharth Singh*Chicken Fried Rice+2+/8/30/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_94093//Rahul Sharma-215MG Road//Not Assigned*Tandoori Chicken+3+/9/18/2023//Credit Card//Cancelled+App Glitch
//ord_94192//Kriti Patel-227Whitefield//Rajesh Kumar*Sushi+1+/4/6/2023//Credit Card//Delivered+On Time Delivery
//ord_94291//Arjun Shah-155MG Road//Ananya Reddy*Butter Chicken+3+/12/5/2023//Online Payment//Cancelled+Delayed Delivery
//ord_94390//Neha Patel-104Whitefield//Manoj Singh*Chicken Tikka+1+/4/17/2023//Online Payment//Delivered+Good Service
//ord_94489//Nisha Gupta-116Koramangala//Not Assigned*Butter Naan+4+/9/7/2023//Credit Card//Cancelled+Payment Issues
"//ord_94588//Kriti Patel-227Whitefield//Pooja Sharma*Masala Dosa+1+/4/15/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_94687//Raj Kapoor-218Malleswaram//Manoj Singh*Samosa+5+/5/17/2023//COD//Delivered+Good Service
//ord_94786//Rohit Singh-165Indiranagar//Sneha Verma*Chicken Biryani+2+/7/26/2023//COD//Delivered+On Time Delivery
//ord_94885//Kriti Patel-227Whitefield//Siddharth Singh*Paneer Tikka+1+/3/9/2023//Online Payment//Delivered+On Time Delivery
